x,logloss_val,accuracy_val
1,0.4417901064081145,0.7832512315270936
2,0.37873122830109057,0.7832512315270936
3,0.32488894411202135,0.7832512315270936
4,0.28800706558039624,0.9556650246305419
5,0.2553754921617179,0.9655172413793104
6,0.22399404123792507,0.9802955665024631
7,0.2010073244498281,0.9802955665024631
8,0.1795332121291184,0.9802955665024631
9,0.16082874351534351,0.9802955665024631
10,0.14648557898446257,0.9901477832512315
11,0.13240416770057725,0.9901477832512315
12,0.12098250196778716,0.9901477832512315
13,0.11618247635552449,0.9753694581280788
14,0.107227455567697,0.9753694581280788
15,0.09739900407899776,0.9753694581280788
16,0.0948638822241076,0.9753694581280788
17,0.0853372497731829,0.9753694581280788
18,0.08084858430944053,0.9753694581280788
19,0.07890058714400959,0.9753694581280788
20,0.07552134430981035,0.9753694581280788
21,0.07212140457016494,0.9753694581280788
22,0.06953581367513817,0.9802955665024631
23,0.066272300415732,0.9852216748768473
24,0.06460261815617531,0.9802955665024631
25,0.06316731231553215,0.9852216748768473
26,0.0622838680710405,0.9802955665024631
27,0.06095495211244951,0.9852216748768473
28,0.05838093507043981,0.9901477832512315
29,0.05651678357346745,0.9901477832512315
30,0.05555979798323121,0.9901477832512315
31,0.05471546293277606,0.9901477832512315
32,0.05375358591709525,0.9950738916256158
33,0.05271214275194213,0.9950738916256158
34,0.05179099814755282,0.9950738916256158
35,0.05086471946919199,0.9950738916256158
36,0.05128251097343972,0.9950738916256158
37,0.05089031870068587,0.9950738916256158
38,0.05003353737276323,0.9950738916256158
39,0.04930794281710692,0.9950738916256158
40,0.04856161685577901,0.9950738916256158
41,0.04734160976594525,0.9950738916256158
42,0.04751788698632289,0.9950738916256158
43,0.04682189116960969,0.9950738916256158
44,0.04628029912985458,0.9950738916256158
45,0.04572464443807458,0.9950738916256158
46,0.04465925192754037,0.9950738916256158
47,0.04492700613778213,0.9950738916256158
48,0.0440570524288112,0.9950738916256158
49,0.04363874609357324,0.9950738916256158
50,0.04318109015232237,0.9950738916256158
51,0.04246087941648485,0.9950738916256158
52,0.0418610408525969,0.9950738916256158
53,0.04205213871376194,0.9950738916256158
54,0.04202472360281669,0.9950738916256158
55,0.0418642682752806,0.9950738916256158
56,0.04183429127141576,0.9950738916256158
57,0.04205285947485437,0.9950738916256158
58,0.04194480915475875,0.9950738916256158
59,0.0416804696639697,0.9950738916256158
60,0.04115929762406156,0.9950738916256158
61,0.04031691007921701,0.9950738916256158
62,0.04017193563709155,0.9950738916256158
63,0.04043054360474272,0.9950738916256158
64,0.04043899588814473,0.9950738916256158
65,0.04033622922366623,0.9950738916256158
66,0.04038063222037747,0.9950738916256158
67,0.04054331787967403,0.9950738916256158
68,0.0405429641789587,0.9950738916256158
69,0.04035518120451294,0.9950738916256158
70,0.04046260082080336,0.9950738916256158
71,0.04046449793979819,0.9950738916256158
72,0.04048263274472702,0.9950738916256158
73,0.04030644060617194,0.9950738916256158
74,0.04031863549765512,0.9950738916256158
75,0.04036645564305701,0.9950738916256158
76,0.04036027253972449,0.9950738916256158
77,0.0401713869194936,0.9950738916256158
78,0.03971349356668483,0.9950738916256158
79,0.0397079501282699,0.9950738916256158
80,0.03930229958137635,0.9950738916256158
81,0.03887027739593071,0.9950738916256158
82,0.03933887642789907,0.9950738916256158
83,0.03934843029615841,0.9950738916256158
84,0.03934551596875518,0.9950738916256158
85,0.03934626236301044,0.9950738916256158
86,0.03935085388079396,0.9950738916256158
87,0.0393537151618067,0.9950738916256158
88,0.03935172831469899,0.9950738916256158
89,0.03934886424545327,0.9950738916256158
90,0.03934792698168292,0.9950738916256158
91,0.03934645939967021,0.9950738916256158
92,0.03934908005308011,0.9950738916256158
93,0.03934469023659789,0.9950738916256158
94,0.03934082481666042,0.9950738916256158
95,0.03933734085130978,0.9950738916256158
96,0.03934563009935464,0.9950738916256158
97,0.03934380872487068,0.9950738916256158
98,0.03934957929015196,0.9950738916256158
99,0.0393514980119309,0.9950738916256158
100,0.0389566004696059,0.9950738916256158
101,0.03895718727508569,0.9950738916256158
102,0.03895473726933336,0.9950738916256158
103,0.03895582356994853,0.9950738916256158
104,0.03895696763779619,0.9950738916256158
105,0.03894938987661428,0.9950738916256158
106,0.03895910785836283,0.9950738916256158
107,0.0389608050331822,0.9950738916256158
108,0.03896478504364567,0.9950738916256158
109,0.03895613749562005,0.9950738916256158
110,0.03895111054897749,0.9950738916256158
111,0.03906042352341703,0.9950738916256158
112,0.0390657946683026,0.9950738916256158
113,0.03906210885369425,0.9950738916256158
114,0.03906023420687086,0.9950738916256158
115,0.03906528299142208,0.9950738916256158
116,0.03906156459084616,0.9950738916256158
117,0.0390698374925741,0.9950738916256158
118,0.03906456928750674,0.9950738916256158
119,0.03905719977211702,0.9950738916256158
120,0.03905992973549979,0.9950738916256158
121,0.03905607407724512,0.9950738916256158
122,0.03905224097833001,0.9950738916256158
123,0.0390498863987331,0.9950738916256158
124,0.03905454403927247,0.9950738916256158
125,0.03905202622130843,0.9950738916256158
126,0.03905080045169687,0.9950738916256158
127,0.03905030545718931,0.9950738916256158
128,0.03905070088620256,0.9950738916256158
129,0.03905104278137201,0.9950738916256158
130,0.03905011788629949,0.9950738916256158
131,0.03905222365595951,0.9950738916256158
